name,lat,lon,country,name_slug
Neukieritzsch,51.1508549,12.4127504,DE,neukieritzsch
Schönberger Strand,54.4108721,10.4126636,DE,schonberger-strand
Marksuhl,50.9083618,10.2245994,DE,marksuhl
Hasbergen,52.2416839,7.9534745,DE,hasbergen
Niendorf Markt,53.6196987,9.9515185,DE,niendorf-markt
Schippelsweg,53.6352958,9.9525076,DE,schippelsweg
Leipzig-Connewitz,51.3009323,12.3865233,DE,leipzig-connewitz
Nordbahnhof,52.5322749,13.3878392,DE,nordbahnhof
Brocken,51.7995477,10.6185012,DE,brocken
Lohne (Oldb),52.665427,8.2292774,DE,lohne-oldb
Bremen-Kirchhuchting,53.0506165,8.7345784,DE,bremen-kirchhuchting
Brinkum (b Bremen),53.0131831,8.7831928,DE,brinkum-b-bremen
Moordeich,53.0357937,8.7256238,DE,moordeich
Lengerich (Westf) Stadt,52.1902324,7.8547753,DE,lengerich-westf-stadt
Harsewinkel,51.9606135,8.2334583,DE,harsewinkel
Borsdorf (Sachsen),51.3457561,12.5411263,DE,borsdorf-sachsen
Leipzig Markt,51.340615,12.3745806,DE,leipzig-markt
Kemmlitz,51.2262622,12.9941821,DE,kemmlitz
Lage (Lippe),51.9916163,8.8013296,DE,lage-lippe
Hollige,52.8209781,9.5456414,DE,hollige
Erbstorf,53.2727363,10.4759501,DE,erbstorf
Genthin,52.4034411,12.1565378,DE,genthin
Benzen,52.8291439,9.5753906,DE,benzen
Hinternah,50.5154819,10.7908165,DE,hinternah
Schleusinger Neundorf,50.5449596,10.8282087,DE,schleusinger-neundorf
Ludwigsstadt,50.4866774,11.3829776,DE,ludwigsstadt
Nordhalben,50.3683503,11.5178951,DE,nordhalben
Schierke,51.7651281,10.6776735,DE,schierke
Ringleben-Gebesee,51.1041216,10.9579879,DE,ringleben-gebesee
Gleisdreieck,52.4995261,13.3740318,DE,gleisdreieck
Weißenfels,51.2046563,11.9710163,DE,weienfels
Dörzbach,49.3848199,9.7014433,DE,dorzbach
Draisinenbahnhof Bokhorst,54.0981636,10.1098497,DE,draisinenbahnhof-bokhorst
Oranienburger Straße,52.5252246,13.3930145,DE,oranienburger-strae
Münnerstadt,50.2500744,10.1886043,DE,munnerstadt
Hamm (Westf) Hbf,51.6785747,7.807713,DE,hamm-westf-hbf
Krensitz,51.4905757,12.4610689,DE,krensitz
Eyendorf,53.208368,10.1589871,DE,eyendorf
Schönauer Lachen,51.338377,12.2846936,DE,schonauer-lachen
Schwarzer Weg,51.3371425,12.2900905,DE,schwarzer-weg
Krümmel,53.4126628,10.4026882,DE,krummel
Alt Schwerin,53.5120694,12.355582,DE,alt-schwerin
Warmsen,52.4564203,8.8532912,DE,warmsen
Pegau,51.1659975,12.2410967,DE,pegau
Egestorf (Deister),52.278721,9.513633,DE,egestorf-deister
Leipzig-Thekla,51.3720066,12.4289179,DE,leipzig-thekla
Leipzig-Stötteritz,51.3243265,12.4112039,DE,leipzig-stotteritz
Altenboitzen,52.8191977,9.5070166,DE,altenboitzen
Eschwege,51.1918201,10.0427456,DE,eschwege
Lübben (Spreewald) / Lubin (Błota),51.940029,13.8765309,DE,lubben-spreewald-/-lubin-bota
Lübbenau (Spreewald) / Lubnjow (Błota),51.8620528,13.9611658,DE,lubbenau-spreewald-/-lubnjow-bota
Hagel,53.5371859,9.4497899,DE,hagel
Plau am See,53.4603764,12.2560539,DE,plau-am-see
Buschow,52.5921844,12.6294928,DE,buschow
Nennhausen,52.5999107,12.5027752,DE,nennhausen
Bleckeder Hafen,53.2928144,10.7361992,DE,bleckeder-hafen
Boxberg-Wölchingen,49.4854629,9.6396855,DE,boxberg-wolchingen
Asendorf,52.7732392,9.0043322,DE,asendorf
Seebergen,50.9293148,10.7926655,DE,seebergen
Wandersleben,50.9065887,10.8527134,DE,wandersleben
Berlin Hauptbahnhof (tief),52.5246361,13.369861,DE,berlin-hauptbahnhof-tief
Holzwickede,51.5048161,7.6192918,DE,holzwickede
Marktbreit,49.663853,10.1458864,DE,marktbreit
Bitterfeld,51.6225986,12.3168951,DE,bitterfeld
Wurzen,51.3644309,12.7386899,DE,wurzen
Babelsberg,52.3914035,13.0929636,DE,babelsberg
Teltow Stadt,52.396844,13.2762483,DE,teltow-stadt
Eckernförde,54.4678292,9.8349414,DE,eckernforde
Leipzig-Leutzsch,51.3540526,12.3048951,DE,leipzig-leutzsch
Bruchmühlen,52.2044652,8.4487933,DE,bruchmuhlen
Meißen Altstadt,51.1590198,13.4730386,DE,meien-altstadt
Bornholmer Straße,52.5547713,13.3978451,DE,bornholmer-strae
Alt-Reinickendorf,52.5777843,13.3512427,DE,alt-reinickendorf
Tegel,52.5881913,13.2896968,DE,tegel
Bremerhaven-Lehe,53.5667574,8.6006,DE,bremerhaven-lehe
Baden (Kr Verden),53.0077966,9.0814824,DE,baden-kr-verden
Böhlen (b Leipzig),51.2028739,12.382051,DE,bohlen-b-leipzig
Doberlug-Kirchhain,51.620608,13.5642259,DE,doberlug-kirchhain
Luckau-Uckro,51.8518346,13.6079202,DE,luckau-uckro
Calau (Niederlausitz) - Kalawa (Dolna Łužyca),51.7380784,13.9796759,DE,calau-niederlausitz-kalawa-dolna-uzyca
Gostenhof,49.4505216,11.0568643,DE,gostenhof
Bärenschanze,49.4523829,11.0507114,DE,barenschanze
Eberhardshof,49.4581883,11.0334097,DE,eberhardshof
Heilsbronn,49.3458084,10.7906727,DE,heilsbronn
Buckower Chaussee,52.4105417,13.3827559,DE,buckower-chaussee
Nürnberg-Mögeldorf,49.4592166,11.1339629,DE,nurnberg-mogeldorf
Deinste Klb,53.5331192,9.4444154,DE,deinste-klb
Bispingen,53.0851696,9.9937445,DE,bispingen
Wallwitz (Saalkreis),51.5816098,11.921499,DE,wallwitz-saalkreis
Heiligensee,52.6246647,13.229194,DE,heiligensee
Schönhausen (Elbe),52.5908992,12.0405431,DE,schonhausen-elbe
Besucherbergwerk Kleinenbremen,52.2295394,9.0412542,DE,besucherbergwerk-kleinenbremen
Schnelldorf,49.1941371,10.1773458,DE,schnelldorf
Vorra (Pegnitz),49.5632833,11.4938879,DE,vorra-pegnitz
Sterbfritz,50.3128958,9.6254554,DE,sterbfritz
Neusorg,49.9338352,11.9719966,DE,neusorg
Waldenburg (Württemberg),49.2025762,9.65852,DE,waldenburg-wurttemberg
Paderborn Hauptbahnhof,51.7128598,8.7404385,DE,paderborn-hauptbahnhof
Schlump,53.5675879,9.9700757,DE,schlump
Osterholz-Scharmbeck,53.2228135,8.7974609,DE,osterholz-scharmbeck
Niederndodeleben,52.1300218,11.5022944,DE,niederndodeleben
Hameln,52.1017806,9.3756863,DE,hameln
Bahnhof Wahlstedt,53.9610779,10.2300015,DE,bahnhof-wahlstedt
Arnstadt Hbf,50.8421256,10.94806,DE,arnstadt-hbf
Erfurt Hauptbahnhof,50.9722853,11.0380824,DE,erfurt-hauptbahnhof
Erfurt-Bischleben,50.9341469,10.9885084,DE,erfurt-bischleben
Ilmenau,50.68423,10.9226893,DE,ilmenau
Plaue (Thür),50.7785359,10.9087862,DE,plaue-thur
Meißen,51.1630024,13.4829412,DE,meien
Weetzen,52.2985023,9.6354391,DE,weetzen
Priestewitz,51.2505129,13.5092413,DE,priestewitz
Niederau,51.1764145,13.5604658,DE,niederau
Oschatz,51.3116617,13.1057595,DE,oschatz
Bad Belzig,52.1360071,12.5950321,DE,bad-belzig
Dresden-Klotzsche,51.1144381,13.788889,DE,dresden-klotzsche
Dresden Grenzstraße,51.1282809,13.7782287,DE,dresden-grenzstrae
Dresden Flughafen,51.1246137,13.766016,DE,dresden-flughafen
Elsterwerda,51.4598135,13.516501,DE,elsterwerda
Frauenhain,51.3842408,13.5036297,DE,frauenhain
Dreileben-Drackenstedt,52.143874,11.3425731,DE,dreileben-drackenstedt
Eilsleben (b Magdeburg),52.1503655,11.2162509,DE,eilsleben-b-magdeburg
Magdeburg-Sudenburg,52.1204484,11.5970253,DE,magdeburg-sudenburg
Burg (b Magdeburg),52.2744115,11.8402498,DE,burg-b-magdeburg
Gerwisch,52.1775728,11.7419658,DE,gerwisch
Güsen (b Genthin),52.3342108,11.9764602,DE,gusen-b-genthin
Magdeburg-Neustadt,52.1489057,11.6417987,DE,magdeburg-neustadt
Möser,52.2187018,11.7843677,DE,moser
Weyerdeelen-Umbeck,53.2342795,8.9451451,DE,weyerdeelen-umbeck
Hersbruck (links der Pegnitz),49.500339,11.434732,DE,hersbruck-links-der-pegnitz
Radeberg,51.1116162,13.9132829,DE,radeberg
Teltow,52.3882208,13.2997399,DE,teltow
Schöneberg,52.4793491,13.3519181,DE,schoneberg
Weimar Berkaer Bahnhof,50.9806343,11.3136564,DE,weimar-berkaer-bahnhof
Weimar,50.9914586,11.3263409,DE,weimar
Laucha (Unstrut),51.2219966,11.6789059,DE,laucha-unstrut
Nebra,51.2831804,11.5699914,DE,nebra
Bamberg,49.9006357,10.8997336,DE,bamberg
Ottendorf-Okrilla Süd,51.1778729,13.8249036,DE,ottendorf-okrilla-sud
Ottendorf-Okrilla Nord,51.1974767,13.8350762,DE,ottendorf-okrilla-nord
Königsbrück,51.2601564,13.8999851,DE,konigsbruck
Dessau Hauptbahnhof,51.8398819,12.2347891,DE,dessau-hauptbahnhof
Roßlau (Elbe),51.883838,12.2370501,DE,rolau-elbe
Roitzsch (Kr Bitterfeld),51.5706535,12.2631787,DE,roitzsch-kr-bitterfeld
Coswig (Anhalt),51.8878356,12.4587523,DE,coswig-anhalt
Jessen (Elster),51.7927537,12.9546955,DE,jessen-elster
Fermerswalde,51.6430364,13.1737343,DE,fermerswalde
Breddin,52.8860705,12.2242475,DE,breddin
Beelitz Stadt,52.239551,12.9667899,DE,beelitz-stadt
Stresow,52.5319419,13.2093454,DE,stresow
Nürnberg Frankenstadion,49.4309138,11.129835,DE,nurnberg-frankenstadion
Köthen,51.7523008,11.9892892,DE,kothen
Bückeburg,52.2676541,9.0475472,DE,buckeburg
Schönberg (Holst),54.3870394,10.375177,DE,schonberg-holst
Saalfeld (Saale),50.6504488,11.3745646,DE,saalfeld-saale
Ostheim v.d.Rhön,50.4559224,10.2321416,DE,ostheim-v-d-rhon
Preußen,51.5883045,7.5396722,DE,preuen
Wustermark,52.551909,12.9385373,DE,wustermark
Billstedt,53.5425937,10.106876,DE,billstedt
Burgstraße,53.5557979,10.0420061,DE,burgstrae
Hammer Kirche,53.5556085,10.0555254,DE,hammer-kirche
Horner Rennbahn,53.553743,10.0839253,DE,horner-rennbahn
Legienstraße,53.5474087,10.0954582,DE,legienstrae
Merkenstraße,53.5386364,10.1247497,DE,merkenstrae
Mümmelmannsberg,53.5281075,10.1500277,DE,mummelmannsberg
Steinfurther Allee,53.5410403,10.1392385,DE,steinfurther-allee
Fuhlsbüttel,53.6324114,10.026851,DE,fuhlsbuttel
Hallerstraße,53.5728163,9.9890301,DE,hallerstrae
Klein Borstel,53.6280261,10.0332975,DE,klein-borstel
Ochsenzoll,53.6780751,10.0018152,DE,ochsenzoll
Blankenheim (Sangerhausen),51.5027941,11.4265552,DE,blankenheim-sangerhausen
Bad Wilsnack,52.9603392,11.9491192,DE,bad-wilsnack
Glöwen,52.9034282,12.0841656,DE,glowen
Dornburg (Saale),51.0087372,11.6757466,DE,dornburg-saale
Jena Saalbahnhof,50.9367569,11.5936451,DE,jena-saalbahnhof
Jena West,50.9231871,11.5777991,DE,jena-west
Bad Blankenburg (Thüringerw),50.6825643,11.2751689,DE,bad-blankenburg-thuringerw
Stadtilm,50.7670022,11.070874,DE,stadtilm
Elgersburg,50.7059801,10.8500137,DE,elgersburg
Grimmenthal,50.5327711,10.4506681,DE,grimmenthal
Gräfenroda,50.7590033,10.8327371,DE,grafenroda
Suhl,50.6050123,10.6826811,DE,suhl
Zella-Mehlis,50.6466473,10.674301,DE,zella-mehlis
Oppurg,50.7058908,11.6506738,DE,oppurg
Orlamünde,50.7756979,11.5451703,DE,orlamunde
Pößneck ob Bf,50.6903044,11.5880873,DE,poneck-ob-bf
Rudolstadt (Thür),50.7180031,11.3392256,DE,rudolstadt-thur
Rudolstadt-Schwarza,50.6910751,11.3280969,DE,rudolstadt-schwarza
Alfeld (Leine),51.9815398,9.8175148,DE,alfeld-leine
Banteln,52.0660098,9.7504069,DE,banteln
Einbeck-Salzderhelden,51.7982038,9.9227761,DE,einbeck-salzderhelden
Elze (Hannover),52.1204247,9.7470208,DE,elze-hannover
Freden (Leine),51.9277681,9.8990452,DE,freden-leine
Göttingen,51.5367827,9.9258967,DE,gottingen
Hannover Hauptbahnhof,52.3769504,9.7416533,DE,hannover-hauptbahnhof
Kreiensen,51.8513638,9.9675102,DE,kreiensen
Nordstemmen,52.1675749,9.7904788,DE,nordstemmen
Northeim (Hannover),51.7031949,9.9865371,DE,northeim-hannover
Sarstedt,52.2322168,9.8423339,DE,sarstedt
Hermsdorf-Klosterlausnitz,50.9037926,11.8587574,DE,hermsdorf-klosterlausnitz
Camburg (Saale),51.0510574,11.7048581,DE,camburg-saale
Bad Fallingbostel,52.8628023,9.6999865,DE,bad-fallingbostel
Handeloh,53.241973,9.8447461,DE,handeloh
Hodenhagen,52.7659893,9.595359,DE,hodenhagen
Langenhagen Mitte,52.4400847,9.7252642,DE,langenhagen-mitte
Mellendorf,52.5487397,9.7442698,DE,mellendorf
Schneverdingen,53.1112391,9.7987489,DE,schneverdingen
Schwarmstedt,52.6784634,9.6242655,DE,schwarmstedt
Schmalkalden,50.7201885,10.4406543,DE,schmalkalden
Steinbach-Hallenberg,50.6931689,10.5581701,DE,steinbach-hallenberg
Wernshausen,50.7213216,10.3536985,DE,wernshausen
Themar,50.5067142,10.6174137,DE,themar
Eisfeld,50.4177924,10.9046139,DE,eisfeld
Mengersgereuth-Hämmern,50.3929119,11.1183034,DE,mengersgereuth-hammern
Rauenstein(Thür),50.41224,11.0475278,DE,rauenstein-thur
Sonneberg (Thür) Hbf,50.3554468,11.1685439,DE,sonneberg-thur-hbf
Ernstthal am Rennsteig,50.4965174,11.1643141,DE,ernstthal-am-rennsteig
Lauscha (Thür),50.4730249,11.1602837,DE,lauscha-thur
Bad Salzungen,50.8151818,10.2310319,DE,bad-salzungen
Eisenach Hauptbahnhof,50.9768973,10.3319937,DE,eisenach-hauptbahnhof
Förtha (Kr Eisenach),50.9387922,10.261943,DE,fortha-kr-eisenach
Immelborn,50.7932823,10.280492,DE,immelborn
Meiningen,50.5732929,10.4210237,DE,meiningen
Walldorf (Werra),50.6175789,10.3908765,DE,walldorf-werra
Hildburghausen,50.4253617,10.717525,DE,hildburghausen
Rentwertshausen,50.4553481,10.4327765,DE,rentwertshausen
Ibbenbüren-Esch,52.2997104,7.6561874,DE,ibbenburen-esch
Braunschweiger Platz,52.3704618,9.7620184,DE,braunschweiger-platz
Landwehr,53.5611691,10.0378965,DE,landwehr
Goslar,51.911729,10.4207245,DE,goslar
Poppenbüttel,53.6521774,10.0940214,DE,poppenbuttel
Könitz (Thür),50.6601379,11.4874102,DE,konitz-thur
Neustadt (Orla),50.734776,11.7576018,DE,neustadt-orla
Triptis,50.7408287,11.8720323,DE,triptis
Unterwellenborn,50.659218,11.4349618,DE,unterwellenborn
Bad Lobenstein,50.4524583,11.6418806,DE,bad-lobenstein
Blankenstein (Saale),50.401175,11.6979419,DE,blankenstein-saale
Leutenberg,50.5649381,11.4477562,DE,leutenberg
Lichtentanne (Thür),50.5244064,11.4815884,DE,lichtentanne-thur
Crossen an der Elster,50.9657247,11.9838994,DE,crossen-an-der-elster
Naumburg (Saale) Hauptbahnhof,51.1629266,11.7966387,DE,naumburg-saale-hauptbahnhof
Vieselbach,50.9929005,11.1383917,DE,vieselbach
Straußfurt,51.1636654,10.9875053,DE,straufurt
Artern,51.3629303,11.3104521,DE,artern
Erfurt Ost,51.014588,11.0438375,DE,erfurt-ost
Karsdorf,51.2809174,11.6557321,DE,karsdorf
Erfurt Nord,51.0033428,11.0292986,DE,erfurt-nord
Erfurt-Gispersleben,51.0222171,11.0000548,DE,erfurt-gispersleben
Greußen,51.229216,10.9414878,DE,greuen
Kleinfurra,51.4173553,10.7636517,DE,kleinfurra
Kühnhausen,51.0363511,10.9781768,DE,kuhnhausen
Wasserthaleben,51.2587255,10.8897401,DE,wasserthaleben
Wolkramshausen,51.4398347,10.7454812,DE,wolkramshausen
Bad Langensalza,51.1015362,10.64077,DE,bad-langensalza
Döllstädt,51.0848699,10.8133378,DE,dollstadt
Ballstädt (Kr Gotha),51.0406569,10.7076362,DE,ballstadt-kr-gotha
Dachrieden,51.2696014,10.4421877,DE,dachrieden
Gotha Ost,50.9620824,10.7208791,DE,gotha-ost
Großengottern,51.1447435,10.5557502,DE,groengottern
Leinefelde,51.3887935,10.3287244,DE,leinefelde
Mühlhausen (Thür),51.2090352,10.4743016,DE,muhlhausen-thur
Berga-Kelbra,51.4521759,11.0148536,DE,berga-kelbra
Heringen (Helme),51.4516819,10.8750055,DE,heringen-helme
Nordhausen,51.49281,10.7891523,DE,nordhausen
Roßla,51.4628903,11.0652797,DE,rola
Bernterode,51.4054136,10.4799656,DE,bernterode
Bleicherode Ost,51.4533927,10.6092924,DE,bleicherode-ost
Eichenberg,51.3747797,9.9214507,DE,eichenberg
Heilbad Heiligenstadt,51.3770955,10.1240591,DE,heilbad-heiligenstadt
Sollstedt,51.4136857,10.5300667,DE,sollstedt
Ellrich,51.5798417,10.6690064,DE,ellrich
Niedersachswerfen,51.5448988,10.7640855,DE,niedersachswerfen
Gerstungen,50.964608,10.0651642,DE,gerstungen
Wildeck-Hönebach,50.9353813,9.9439463,DE,wildeck-honebach
Hudtwalckerstraße,53.5945497,9.9961041,DE,hudtwalckerstrae
Sierichstraße,53.5903854,10.0010633,DE,sierichstrae
Quickborn,53.7311574,9.9047322,DE,quickborn
S Oranienburg,52.7539716,13.2489095,DE,s-oranienburg
Riestedt,51.4840456,11.380015,DE,riestedt
Magdeburg Hauptbahnhof,52.1305167,11.6267187,DE,magdeburg-hauptbahnhof
Rackwitz (Leipzig),51.4406509,12.3749778,DE,rackwitz-leipzig
Angersdorf,51.4603139,11.9033441,DE,angersdorf
Frohnau,52.632409,13.2902205,DE,frohnau
Waidmannslust,52.6062718,13.321194,DE,waidmannslust
Seesen,51.8871731,10.1739671,DE,seesen
Berlin-Spandau,52.5347694,13.1956287,DE,berlin-spandau
Teutschenthal,51.4643912,11.7829782,DE,teutschenthal
Klostermansfeld,51.574698,11.4919832,DE,klostermansfeld
Bergwerk Kleinenbremen,52.2320627,9.0401283,DE,bergwerk-kleinenbremen
Ortrand,51.3733889,13.7647538,DE,ortrand
Gifhorn,52.4559484,10.546143,DE,gifhorn
Gifhorn Stadt,52.4796381,10.542554,DE,gifhorn-stadt
Aumühle,53.529955,10.3144857,DE,aumuhle
Schönholz,52.5715004,13.3809904,DE,schonholz
Mirow,53.2704382,12.8207576,DE,mirow
Wesenberg,53.2869233,12.9629075,DE,wesenberg
Markt Bibart,49.6460893,10.425461,DE,markt-bibart
Oberhaid,49.9294519,10.8176757,DE,oberhaid
Lauda,49.5656248,9.7094441,DE,lauda
Diebsteich,53.5688861,9.9342562,DE,diebsteich
Halbe,52.1086995,13.7014579,DE,halbe
Brand Tropical Islands,52.0299212,13.721538,DE,brand-tropical-islands
Rauhes Haus,53.5542084,10.066125,DE,rauhes-haus
Hoppegarten (Mark),52.5182432,13.6742567,DE,hoppegarten-mark
Ahrensburg,53.6690745,10.2361064,DE,ahrensburg
Attilastraße,52.4480308,13.3607503,DE,attilastrae
Paderborn Nord,51.7286137,8.7583626,DE,paderborn-nord
Neuruppin West,52.9263651,12.7941323,DE,neuruppin-west
Hamburg-Rahlstedt,53.604959,10.154598,DE,hamburg-rahlstedt
Hannover Flughafen,52.4585601,9.6987988,DE,hannover-flughafen
Frankleben,51.3096733,11.9377599,DE,frankleben
Egestorf (b Lüneburg),53.1789409,10.0646229,DE,egestorf-b-luneburg
Wulfsen Nord,53.3003625,10.1492996,DE,wulfsen-nord
Gernrode (Harz),51.7297785,11.1492998,DE,gernrode-harz
Quedlinburg,51.7850433,11.1519399,DE,quedlinburg
Harsum,52.2074497,9.9657458,DE,harsum
Barsinghausen,52.3046528,9.467712,DE,barsinghausen
Hannover Bismarckstraße,52.3562909,9.7698255,DE,hannover-bismarckstrae
Ronnenberg,52.3235436,9.652124,DE,ronnenberg
Bad Pyrmont,51.9741993,9.2726404,DE,bad-pyrmont
Ehlershausen,52.523889,10.0296966,DE,ehlershausen
Emmerthal,52.0464018,9.3831252,DE,emmerthal
Bantorf,52.3322451,9.4177173,DE,bantorf
Burgdorf (Han),52.4485538,10.0027367,DE,burgdorf-han
Hannover Karl-Wiechert-Allee,52.3744434,9.8088243,DE,hannover-karl-wiechert-allee
Hannover-Linden/Fischerhof,52.3526245,9.7236409,DE,hannover-linden/fischerhof
Lübberstedt (Lüneburg),53.1961892,10.1024357,DE,lubberstedt-luneburg
Evendorf-Hörpel,53.1444279,10.0500536,DE,evendorf-horpel
Hützel (Lüneb),53.1003921,10.0315799,DE,hutzel-luneb
Drei Annen Hohne,51.7703685,10.7271247,DE,drei-annen-hohne
Elend,51.7459679,10.6901482,DE,elend
Derneburg (Han),52.096916,10.143654,DE,derneburg-han
Klein Mahner,52.0455836,10.4453569,DE,klein-mahner
Salzgitter-Bad,52.0497699,10.3721928,DE,salzgitter-bad
Nordhausen-Krimderode,51.5281798,10.7742581,DE,nordhausen-krimderode
Niedersachswerfen Ost,51.5498179,10.7688299,DE,niedersachswerfen-ost
Salzgitter-Ringelheim,52.0380738,10.314507,DE,salzgitter-ringelheim
Melbeck-Embsen,53.1814994,10.3711714,DE,melbeck-embsen
Bodenfelde,51.637133,9.561647,DE,bodenfelde
Uslar,51.6544612,9.6552521,DE,uslar
Hardegsen,51.6588943,9.8259574,DE,hardegsen
Leisnig,51.1603023,12.9381497,DE,leisnig
Vienenburg,51.955198,10.5624175,DE,vienenburg
Bad Harzburg,51.888559,10.5539741,DE,bad-harzburg
Staufenberg-Speele,51.3774614,9.563553,DE,staufenberg-speele
Büchen,53.4741982,10.6243802,DE,buchen
Benndorf,51.5754204,11.4918794,DE,benndorf
Lübecker Straße,53.5598267,10.0286959,DE,lubecker-strae
Alte Wöhr (Stadtpark),53.5980571,10.0353635,DE,alte-wohr-stadtpark
Hamburg Hasselbrook,53.5645687,10.0559346,DE,hamburg-hasselbrook
Klein Flottbek (Botanischer Garten),53.5581648,9.8608825,DE,klein-flottbek-botanischer-garten
Sülldorf,53.5811262,9.7974217,DE,sulldorf
Hamburg-Bergedorf,53.4898442,10.2065766,DE,hamburg-bergedorf
Wilhelmsburg,53.4984734,10.0068586,DE,wilhelmsburg
Münster (Westf) Hauptbahnhof,51.9564055,7.635792,DE,munster-westf-hauptbahnhof
Buxtehude,53.4704853,9.6883066,DE,buxtehude
Dortmund-Dorstfeld,51.5092739,7.4242947,DE,dortmund-dorstfeld
Ilsenburg,51.8691916,10.6830061,DE,ilsenburg
Eidelstedt,53.5956752,9.9073853,DE,eidelstedt
Magdeburg-Buckau,52.1091216,11.6300728,DE,magdeburg-buckau
Bf. am Haseschacht,52.315708,8.0079518,DE,bf-am-haseschacht
Boltersen,53.2860557,10.5703652,DE,boltersen
Erbstorf Ziegelei,53.263244,10.4638351,DE,erbstorf-ziegelei
Scharnebeck,53.286601,10.5045203,DE,scharnebeck
Bf. Südstieg,52.3165972,8.0176841,DE,bf-sudstieg
Elbbrücken,53.5348122,10.0232352,DE,elbbrucken
Münster-Amelsbüren,51.8839894,7.5989563,DE,munster-amelsburen
Blankenfelde (Teltow-Fläming),52.3371793,13.4160471,DE,blankenfelde-teltow-flaming
Neu Neetze,53.2862452,10.6633077,DE,neu-neetze
Rullstorf,53.2889632,10.5286978,DE,rullstorf
Querfurt,51.3869387,11.6040442,DE,querfurt
Bad Lauchstädt,51.3893954,11.8720381,DE,bad-lauchstadt
Michendorf,52.3165997,13.0309886,DE,michendorf
Berlin Ostbahnhof,52.5103817,13.4349112,DE,berlin-ostbahnhof
Gütersloh Hbf,51.9069041,8.3849458,DE,gutersloh-hbf
Rheine,52.27617,7.4340189,DE,rheine
Polizeipräsidium,51.5010146,7.4589719,DE,polizeiprasidium
Eschede,52.7412069,10.2307521,DE,eschede
Unterlüß,52.8353165,10.300659,DE,unterlu
Suderburg,52.9049298,10.4327489,DE,suderburg
Kiel-Oppendorf,54.326071,10.2084144,DE,kiel-oppendorf
Probsteierhagen,54.3651002,10.2926334,DE,probsteierhagen
Altenbeken,51.7664557,8.9430232,DE,altenbeken
Altglienicke,52.4069533,13.5582554,DE,altglienicke
Grünau,52.4128789,13.5736378,DE,grunau
Schöneweide,52.4549058,13.5097653,DE,schoneweide
Königs Wusterhausen,52.2967046,13.631528,DE,konigs-wusterhausen
Zeuthen,52.3484435,13.627647,DE,zeuthen
Zernsdorf,52.2994319,13.6933602,DE,zernsdorf
Baumschulenweg,52.4674002,13.4898621,DE,baumschulenweg
Tönning,54.3138665,8.9381276,DE,tonning
Bohmte,52.3610196,8.3073068,DE,bohmte
Kirchweyhe,52.9844182,8.8476106,DE,kirchweyhe
Schieder,51.9222867,9.151705,DE,schieder
Berlin-Schöneweide,52.4548738,13.5092508,DE,berlin-schoneweide
Wildau,52.3194124,13.6338248,DE,wildau
Strausberg Nord,52.5902873,13.9085199,DE,strausberg-nord
Geesthacht,53.4341917,10.3645183,DE,geesthacht
Unna,51.5390214,7.6922227,DE,unna
Volksdorf,53.650649,10.1631555,DE,volksdorf
Winsen Nord,53.367406,10.2165596,DE,winsen-nord
Lührsbockel,52.9410035,9.9082932,DE,luhrsbockel
Bönningstedt,53.663251,9.9102659,DE,bonningstedt
Winsen (Luhe),53.3534304,10.2086841,DE,winsen-luhe
Lüneburg,53.2497728,10.4197721,DE,luneburg
Lampertswalde,51.308494,13.6802043,DE,lampertswalde
Achim,53.015881,9.0314628,DE,achim
Leipzig/Halle Flughafen,51.4233121,12.2236458,DE,leipzig/halle-flughafen
Pattensen (Lüneb),53.3161061,10.1521442,DE,pattensen-luneb
Garlstorf (Kr Harburg),53.2399776,10.1079414,DE,garlstorf-kr-harburg
Hambostel,53.0225441,9.9082377,DE,hambostel
Elster (Elbe),51.8323642,12.8273444,DE,elster-elbe
Holthusen,53.556497,11.3658914,DE,holthusen
Hildesheim Hauptbahnhof,52.1607208,9.9542033,DE,hildesheim-hauptbahnhof
Wittenberge,53.0021275,11.7628467,DE,wittenberge
Hermannsburg,52.8312108,10.0834569,DE,hermannsburg
Sülze (Han),52.7680303,10.0305681,DE,sulze-han
Eversen,52.7521634,10.0514117,DE,eversen
Altensalzkoth,52.7391963,10.0702315,DE,altensalzkoth
Falkenberg (Elster),51.5835919,13.2472604,DE,falkenberg-elster
Hittfeld,53.4034618,9.9742872,DE,hittfeld
Paulinenaue,52.6758223,12.7135272,DE,paulinenaue
Schleswig,54.499583,9.5378994,DE,schleswig
Owschlag,54.3924225,9.5907252,DE,owschlag
Wrist,53.9320953,9.7479266,DE,wrist
Walkenried,51.5848543,10.6088282,DE,walkenried
Großenhain Cottbuser Bahnhof,51.2916811,13.5239417,DE,groenhain-cottbuser-bahnhof
Halle-Ammendorf,51.4241501,11.9878916,DE,halle-ammendorf
Döbeln Hauptbahnhof,51.1265525,13.0946476,DE,dobeln-hauptbahnhof
Esens (Ostfriesl),53.6362684,7.6159838,DE,esens-ostfriesl
Wilhelmshaven,53.5187847,8.1153355,DE,wilhelmshaven
Grevesmühlen,53.8573939,11.1844076,DE,grevesmuhlen
Kleine Raubkammer,53.1177665,10.0954206,DE,kleine-raubkammer
Soderstorf,53.1373801,10.1479353,DE,soderstorf
Heinsen,53.1564708,10.3452415,DE,heinsen
Angermünde,53.0158331,13.9959905,DE,angermunde
